Purchase_ID,Supplier_ID,Book_ID,Purchase_Date,Quantity,UnitPrice
1815,7715,35361,2022-05-21,6947,18.57
1816,7154,96217,2023-02-26,4943,19.49
1817,1207,50820,2023-07-05,7691,7.59
1818,2049,18020,2023-04-26,1292,21.44
1819,1868,17879,2022-08-14,9788,35.97
1820,143,6273,2022-05-18,9565,22.89
1821,3903,5250,2022-08-05,1360,25.23
1822,6758,91333,2023-03-20,3791,8.84
1823,8066,50054,2023-10-31,3775,28.65
1824,1103,57842,2022-03-07,8994,21.36
1825,3202,68391,2023-03-05,7806,19.86
1826,6686,22259,2023-07-26,5772,7.35
1827,4630,72887,2023-04-05,3625,6.85
1828,78,12270,2022-11-13,8714,31.5
1829,9352,88496,2023-07-19,9596,9.65
1830,7699,48384,2023-06-24,2438,26.26
1831,8254,99515,2022-03-21,5644,34.45
1832,2956,44854,2023-07-17,4834,30.31
1833,978,10085,2022-09-04,8484,21.98
1834,1220,40461,2023-07-08,3533,25.98
1835,4709,31341,2023-03-24,2216,12.21
1836,3543,59408,2022-05-04,1947,27.19
1837,4337,35194,2023-01-12,8871,7.49
1838,6635,62586,2023-03-03,8890,34.84
1839,2724,43986,2023-12-15,3381,32.92
1840,8844,13440,2023-02-01,7556,13.76
1841,1575,4119,2022-08-13,5021,33.17
1842,8374,57982,2022-08-20,6072,28.49
1843,5018,82859,2023-02-03,9579,39.12
1844,9909,57861,2022-07-07,1210,17.15
1845,3149,66336,2023-06-01,7003,39.2
1846,4998,1542,2022-11-18,7613,13.94
1847,9925,92378,2022-04-17,3976,37.49
1848,4505,81594,2022-08-22,1264,35.45
1849,2345,42125,2022-06-02,2852,28.58
1850,8841,37019,2023-02-28,9105,9.49
1851,6710,55496,2022-05-21,7598,27.41
1852,5292,38295,2022-11-25,5820,20.48
1853,3897,5619,2023-12-30,1650,13.52
1854,5447,52025,2023-02-28,1547,12.96
1855,5497,36864,2022-12-29,5681,9.09
1856,7716,69803,2022-10-03,3198,7.75
1857,7994,99812,2023-10-22,5403,22.4
1858,1236,24769,2023-10-11,6546,10.99
1859,9932,57046,2022-05-12,8981,17.82
1860,6844,31663,2022-01-01,8764,33.06
1861,9774,80416,2023-01-09,4602,37.73
1862,5649,89265,2023-12-29,6134,18.8
1863,4305,89597,2022-09-13,7629,14.63
1864,3145,96636,2022-10-09,3130,32.68
1865,5048,40431,2023-10-19,5011,6.68
1866,4650,29762,2023-07-19,4427,31.39
1867,5276,25146,2022-12-31,7899,15.74
1868,2371,23638,2022-07-16,1166,22.77
1869,3056,43881,2022-01-09,3350,33.43
1870,1263,41477,2023-02-05,3764,18.45
1871,951,9573,2022-06-24,1293,15.86
1872,1320,48601,2022-02-17,6972,17.22
1873,7081,54818,2023-02-15,2206,26.53
1874,944,99695,2023-06-24,2369,12.54
1875,8006,37736,2023-06-03,1661,39.43
1876,2658,94575,2023-11-19,7896,7.25
1877,612,28213,2022-12-10,5360,22.24
1878,9526,21232,2022-01-08,9884,6.47
1879,195,89721,2022-07-25,6241,20.25
1880,61,31022,2023-01-02,9859,29.24
1881,3657,89967,2023-02-02,4460,8.33
1882,8994,42493,2022-08-22,2719,23.11
1883,1543,70931,2022-01-08,5293,26.49
1884,9578,42356,2022-12-10,7516,35.27
1885,9120,80947,2022-11-15,2638,31.74
1886,6958,87457,2022-02-20,5306,32.94
1887,6269,438,2023-02-13,8116,35.65
1888,5700,8557,2023-09-04,8965,21.9
1889,6676,80204,2023-03-19,9409,17.51
1890,7872,7757,2022-05-28,4961,28.51
1891,9284,50450,2023-08-29,1627,28.74
1892,2678,54742,2022-04-26,5569,13.7
1893,6583,84093,2023-04-12,1911,18.5
1894,9408,67994,2023-08-17,9279,35.09
1895,5094,61527,2022-12-02,7630,22.92
1896,7258,63179,2022-09-04,5717,21.86
1897,5635,37295,2023-05-02,1495,38.07
1898,1339,29279,2022-10-25,5901,35.72
1899,179,96165,2023-04-21,2014,8.69
1900,7824,31426,2022-05-24,2963,29.11
1901,7897,70016,2022-01-10,8173,31.1
1902,994,75452,2022-01-09,3030,33.63
1903,6624,7312,2022-04-13,4023,36.17
1904,3063,43841,2023-12-27,2822,8.43
1905,585,32582,2023-06-02,7211,30.97
1906,8858,85153,2023-03-13,2062,19.13
1907,8445,45038,2023-02-14,6857,39.9
1908,3711,57426,2022-05-30,9000,12.97
1909,4933,30302,2022-09-19,2405,6.08
1910,2736,11925,2023-04-26,1138,9.55
1911,1502,24159,2022-07-07,1612,5.14
1912,9651,10177,2022-11-23,5013,33.93
1913,5005,48718,2022-03-07,1580,35.99
1914,7940,95283,2023-06-23,7392,31.92
1915,1257,99191,2022-07-08,9246,38.96
1916,2463,69505,2022-11-18,4006,33.18
1917,7004,14474,2023-01-07,8429,20.35
1918,4407,78826,2022-10-24,1102,28.96
1919,4321,85737,2022-03-06,1664,14.6
1920,5583,38748,2023-09-03,2651,9.74
1921,676,19651,2023-01-11,8559,35.64
1922,6420,76975,2022-11-11,3198,30.37
1923,7883,87046,2023-12-29,6027,19.99
1924,9748,27446,2022-08-26,9026,39.01
1925,1811,15064,2022-12-27,3174,12.6
1926,1067,73195,2022-02-24,6204,18.23
1927,3445,46329,2022-02-17,1088,20.24
1928,5811,23032,2022-12-10,9629,22.14
1929,3512,46101,2023-11-14,3422,9.9
1930,9893,91990,2022-12-26,8265,7.59
1931,1147,69373,2022-01-16,7201,32.76
1932,2046,79875,2022-08-31,1170,5.51
1933,1434,2128,2022-07-15,4494,31.15
1934,5725,92048,2023-01-07,4747,30.79
1935,5045,51109,2022-05-21,3102,22.72
1936,1577,22506,2023-07-19,2519,34.05
1937,4717,59943,2023-10-26,9595,25.02
1938,6705,45520,2022-10-31,8700,36.77
1939,1331,94831,2022-01-24,8804,6.07
1940,1685,41859,2023-11-19,2711,32.29
1941,8411,45355,2023-06-21,8476,6.55
1942,7367,57161,2023-07-13,7830,38.53
1943,843,70488,2022-10-07,8700,5.3
1944,10000,66563,2022-07-24,7428,5.8
1945,8110,56067,2023-12-23,2252,36.9
1946,953,72660,2022-10-17,9059,20.94
1947,8455,96781,2023-12-21,5092,31.07
1948,298,74808,2023-02-10,7216,34.93
1949,6361,1581,2022-05-28,8569,19.48
1950,3716,68454,2023-06-25,8463,17.76
1951,8858,14127,2023-12-20,1233,35.15
1952,3001,49019,2023-05-21,9370,27.19
1953,1707,57427,2022-12-20,6008,25.47
1954,8811,10646,2022-03-13,1511,31.31
1955,2736,81641,2022-07-25,8431,25.63
1956,467,93475,2022-06-12,9972,37.22
1957,9657,57230,2023-09-26,8491,34.09
1958,6458,18357,2023-06-26,2344,14.8
1959,8544,71346,2023-12-10,2620,34.48
1960,9756,72686,2022-01-28,2271,16.98
1961,6337,44883,2022-04-30,9732,32.5
1962,5773,50330,2022-06-13,3519,38.59
1963,1711,19140,2023-06-30,2814,33.7
1964,9586,96749,2022-12-08,2086,15.0
1965,5556,68972,2023-02-26,9915,27.09
1966,9117,90037,2023-12-13,5993,21.15
1967,4062,76719,2022-11-30,4658,8.51
1968,2803,18511,2023-10-03,1233,35.04
1969,4324,99088,2023-09-18,2502,30.15
1970,61,53398,2022-11-10,8810,30.41
1971,1406,29558,2023-05-17,3910,15.15
1972,5359,69657,2022-08-01,2705,26.62
1973,6198,27498,2022-07-20,5377,21.63
1974,3716,79059,2022-04-04,4894,31.97
1975,3036,90973,2022-09-13,7074,20.35
1976,2518,8598,2023-05-11,7954,15.78
1977,1510,68638,2022-05-07,7587,39.92
1978,4096,20135,2023-12-23,5609,11.74
1979,6757,17529,2023-06-08,9770,17.93
1980,8487,13125,2022-09-28,4353,5.39
1981,7569,1711,2022-03-21,5869,8.07
1982,1257,91669,2023-06-28,1878,36.44
1983,6044,76220,2023-06-18,2318,10.65
1984,5016,79019,2023-06-21,2291,31.65
1985,1984,56407,2023-12-27,9384,21.07
1986,9099,95962,2022-04-28,8559,6.3
1987,2258,90453,2022-08-04,2116,16.98
1988,6938,81281,2022-08-24,8384,24.48
1989,4456,50604,2022-12-06,4762,28.29
1990,5997,83329,2022-11-14,4422,8.05
1991,9215,18324,2022-06-28,1443,28.46
1992,6172,87168,2022-11-14,5926,14.42
1993,2432,23954,2022-11-11,2686,33.19
1994,3925,99999,2023-01-01,8396,33.82
1995,1131,97899,2022-12-30,1610,30.53
1996,649,59442,2022-10-24,9719,22.94
1997,7096,91466,2023-04-02,8636,21.28
1998,7848,7392,2022-08-04,2418,25.97
1999,7478,83409,2022-08-20,1898,25.12
2000,9843,64515,2022-04-23,1524,18.18
2001,3957,2699,2023-06-05,6257,8.34
2002,3875,39813,2023-06-03,4335,30.99
2003,8108,68267,2022-04-21,3513,5.24
2004,9524,15222,2023-09-04,4644,17.14
2005,3508,34713,2022-07-31,7520,7.51
2006,3780,7612,2022-07-27,7598,8.47
2007,3909,67512,2023-12-26,5012,13.06
2008,4660,21919,2023-09-08,8833,10.63
2009,9935,66557,2022-02-19,1421,21.99
2010,7755,35292,2023-08-12,9610,22.3
2011,4375,11048,2023-06-15,3219,27.92
2012,2579,71397,2023-11-05,2317,9.29
2013,1960,47660,2022-11-05,2783,35.49
2014,3939,71243,2023-01-17,9084,23.52
2015,6753,72399,2022-02-01,9681,8.16
2016,4332,11692,2022-09-20,1127,36.79
2017,5336,1590,2023-11-17,7605,33.36
2018,1698,78285,2023-06-20,5180,38.11
2019,6266,49777,2023-05-24,9492,19.77
2020,6113,45289,2023-12-22,8554,28.13
2021,6812,34090,2023-01-27,6083,17.87
2022,317,11194,2023-09-29,8507,38.97
2023,9751,61468,2022-10-14,3910,10.99
2024,7760,15892,2023-06-14,1089,27.87
2025,7611,39993,2023-03-01,8510,13.46
2026,5544,43678,2023-03-09,8584,29.1
2027,6752,30980,2022-03-26,8242,22.92
2028,3909,80292,2022-06-08,3713,23.62
2029,6315,51240,2022-05-16,6738,12.63
2030,4136,16721,2023-10-29,4908,33.88
2031,8563,63783,2022-01-04,7898,25.65
2032,4287,67273,2023-08-28,7004,12.29
2033,2451,33010,2023-06-10,7161,26.7
2034,510,65023,2023-12-24,5647,36.24
2035,5086,73752,2023-01-15,1571,21.94
2036,2816,62904,2023-07-13,8575,28.22
2037,7560,80643,2023-04-23,8616,21.75
2038,7909,72148,2022-01-17,3351,31.77
2039,4945,99666,2022-07-02,6570,18.97
2040,5013,25810,2022-11-27,3304,7.67
2041,3309,89574,2023-03-18,3425,6.87
2042,897,30767,2022-09-21,4814,30.31
2043,6072,68222,2022-08-22,7777,25.78
2044,1350,38173,2022-12-27,8069,31.87
2045,7617,41012,2023-05-24,1929,10.54
2046,7906,10126,2022-11-07,9585,18.16
2047,1058,30584,2022-01-21,7388,27.16
2048,3746,11299,2022-09-28,5463,23.98
2049,778,74439,2022-11-19,9629,33.62
2050,5188,16847,2023-04-06,9047,35.05
2051,6075,18902,2023-09-14,5643,39.62
2052,4970,92675,2023-02-08,4262,18.09
2053,1289,52898,2022-04-30,6183,28.8
2054,2216,37455,2023-01-09,5265,8.98
2055,5990,275,2023-11-12,2285,13.67
2056,301,76866,2022-02-25,6635,38.27
2057,6359,65516,2022-03-07,4253,34.04
2058,1958,88926,2023-05-04,4109,22.7
2059,4619,99160,2023-04-20,7075,17.41
2060,6507,50826,2022-08-27,1782,18.27
2061,1043,34813,2023-02-02,9436,8.27
2062,6836,87031,2022-11-05,8083,37.47
2063,5265,39569,2023-08-05,1117,11.22
2064,541,59797,2022-10-19,4184,6.92
2065,197,81170,2022-01-22,6570,23.69
2066,7414,67195,2023-09-28,2571,16.51
2067,7080,80759,2022-10-16,4264,7.02
2068,9619,14745,2022-10-18,5460,12.55
2069,8718,75220,2022-04-10,4825,21.52
2070,918,12873,2023-05-24,6143,28.76
2071,4264,33019,2022-04-24,3188,38.08
2072,8694,15647,2022-08-28,2489,22.17
2073,977,77220,2023-08-15,5447,31.97
2074,1148,94485,2023-09-28,6492,9.68
2075,8801,74953,2023-08-16,2788,21.41
2076,198,21325,2023-04-24,1684,17.31
2077,7070,18112,2022-12-13,3105,36.64
2078,8677,80937,2022-08-26,4822,23.9
2079,9650,13087,2023-01-01,3843,30.41
2080,55,27007,2023-06-21,1000,31.89
2081,8882,81532,2023-05-28,7976,23.54
2082,3131,95301,2022-12-06,3718,35.03
2083,6731,41019,2022-10-14,4716,11.01
2084,3125,12967,2022-10-25,3553,25.21
2085,1442,12487,2023-01-11,5598,23.08
2086,8207,98312,2023-02-07,9645,35.88
2087,9534,71599,2022-08-16,9541,33.77
2088,9691,28123,2022-06-12,5052,33.06
2089,4058,72724,2022-10-31,8122,10.37
2090,3425,33956,2023-05-22,1313,12.83
2091,3786,84980,2022-05-20,4482,14.69
2092,4432,79139,2023-10-21,9644,12.35
2093,5423,57936,2023-06-02,2625,20.83
2094,1418,72583,2023-02-18,8244,21.93
2095,3699,62328,2022-05-25,1677,35.66
2096,8499,71839,2022-08-20,9488,12.67
2097,9921,79563,2022-03-17,3791,19.92
2098,3028,91510,2022-05-01,8750,14.83
2099,155,84153,2023-12-30,6303,10.89
2100,3435,94101,2023-01-17,7698,9.4
2101,7214,27644,2022-08-09,3099,22.76
2102,2273,78739,2023-06-06,9942,13.36
2103,6714,91311,2023-04-18,7870,39.27
2104,9859,88938,2023-07-29,9870,39.5
2105,8878,41843,2023-11-13,5141,31.19
2106,2249,56312,2022-09-01,8094,12.13
2107,4678,45927,2022-02-22,7528,16.62
2108,8279,2430,2023-10-01,3352,23.63
2109,1265,13993,2023-07-11,7439,8.66
2110,6298,53717,2023-10-11,5478,21.38
2111,473,65528,2023-04-17,6363,25.35
2112,8349,32905,2022-12-30,4444,30.32
2113,7616,31437,2023-01-09,9939,20.98
2114,3024,91528,2022-04-10,3494,26.3
2115,2270,463,2022-03-23,1237,8.54
2116,7382,66674,2022-08-30,8865,32.44
2117,2011,82348,2022-12-22,4185,28.57
2118,5117,69860,2022-07-13,3787,14.93
2119,796,63473,2023-12-26,5071,35.45
2120,4279,97120,2023-03-29,6687,6.84
2121,1896,38083,2022-01-08,4248,30.58
2122,8465,54534,2023-09-22,8391,32.44
2123,6180,45715,2023-11-20,2654,26.24
2124,4185,32937,2023-12-25,9891,20.66
2125,5844,17661,2023-12-01,3276,5.58
2126,6993,18494,2023-02-07,1413,29.49
2127,7289,58825,2023-10-15,3272,19.48
2128,7123,11753,2022-12-08,9005,38.61
2129,6806,37579,2023-12-17,1228,11.18
2130,5136,71183,2023-05-20,1107,8.67
2131,7335,58027,2022-04-21,2391,18.96
2132,7867,41609,2022-10-22,8802,21.18
2133,9292,48105,2022-05-22,5393,17.9
2134,1729,82540,2023-11-13,9920,10.14
2135,4884,6954,2023-09-12,7547,13.71
2136,1864,82841,2023-02-21,4801,22.76
2137,3746,43372,2022-12-16,3239,17.56
2138,4010,49128,2023-12-12,3610,38.57
2139,5348,98017,2023-02-26,2550,25.7
2140,9103,60257,2023-01-23,3301,17.92
2141,6544,51438,2022-07-27,5759,10.43
2142,7842,32410,2023-08-29,6385,21.22
2143,4581,98599,2023-03-17,7001,16.42
2144,56,98929,2023-03-30,2461,13.24
2145,1177,28987,2023-07-20,7707,26.01
2146,3785,12690,2022-08-21,7710,17.4
2147,9532,33911,2022-06-19,8565,31.19
2148,17,59349,2022-05-12,7521,7.02
2149,3220,50828,2023-08-24,7273,28.03
2150,8482,36949,2023-02-12,7618,15.11
2151,1893,77682,2022-09-24,3693,24.11
2152,3013,8610,2023-01-15,6947,13.23
2153,5115,69943,2023-11-12,3078,38.96
2154,6277,18807,2022-09-08,9503,26.23
2155,3651,46626,2022-04-05,9914,39.4
2156,9203,82389,2022-06-20,2600,22.34
2157,8397,59912,2022-07-06,3331,19.77
2158,2748,25703,2023-05-22,5604,35.63
2159,5510,10594,2022-05-10,8360,30.25
2160,1430,66377,2023-01-06,8553,21.03
2161,3872,53312,2023-11-23,5098,34.37
2162,2685,7257,2022-03-12,7645,9.52
2163,1473,99509,2023-03-29,7634,10.75
2164,9297,44383,2022-08-16,8360,22.72
2165,8939,6890,2023-08-27,2298,25.43
2166,5193,95838,2022-12-14,7563,37.58
2167,6063,78949,2022-03-16,1584,31.12
2168,6998,83720,2023-12-06,5801,35.36
2169,1741,92276,2022-08-01,6622,32.99
2170,5728,40269,2023-02-21,5392,7.94
2171,1018,89078,2023-06-26,8260,34.31
2172,556,24748,2023-06-27,6841,17.12
2173,2974,10124,2022-02-27,8590,37.25
2174,2031,49872,2023-04-22,6699,26.95
2175,9114,59820,2022-08-31,7374,31.19
2176,4372,69349,2022-01-16,7726,38.4
2177,6354,39644,2022-03-11,4065,34.35
2178,1751,38916,2023-07-21,3314,13.07
2179,5338,93670,2023-09-24,6014,30.29
2180,2564,82159,2023-01-04,4411,35.68
2181,4366,60732,2023-03-10,4958,36.3
2182,6385,1122,2022-12-04,4279,28.1
2183,7196,54298,2023-01-23,6289,15.48
2184,5759,97148,2022-06-17,5084,7.27
2185,2466,66169,2023-03-19,1466,26.95
2186,2931,60332,2023-02-11,2917,28.37
2187,6473,56094,2022-11-19,6543,5.72
2188,5316,69908,2022-10-02,9307,34.13
2189,1994,3653,2023-03-10,4618,22.16
2190,1204,94230,2022-02-05,3579,9.62
2191,4354,23251,2023-04-02,7643,18.19
2192,8554,126,2023-03-30,2398,13.27
2193,917,52988,2022-04-20,6340,23.03
2194,7458,12409,2023-03-14,2668,25.89
2195,6163,69023,2023-06-03,8759,25.98
2196,3768,99245,2023-07-04,7218,28.23
2197,7024,17612,2022-08-03,2833,32.57
2198,8077,51137,2023-03-10,8513,9.85
2199,8205,89260,2022-04-19,1791,11.14
2200,5457,29212,2022-10-26,3046,27.56
2201,4582,40787,2022-06-28,5842,36.07
2202,1981,99443,2022-09-23,7437,25.05
2203,2571,73351,2023-05-07,9845,31.44
2204,6727,48088,2023-10-28,8058,12.19
2205,5554,38877,2022-04-28,5026,19.11
2206,7991,7791,2022-02-21,6040,35.32
2207,5796,360,2022-11-10,7275,30.22
2208,2241,26234,2023-02-22,3458,26.22
2209,9058,84701,2023-05-22,6284,32.49
2210,4926,66801,2022-07-18,9505,22.67
2211,6128,68699,2023-04-24,6954,39.34
2212,4309,10496,2022-09-03,7068,6.8
2213,4913,72622,2023-05-24,2234,30.36
2214,796,39028,2023-10-03,3040,27.19
2215,8611,35024,2023-02-26,9751,39.46
2216,8210,17219,2022-05-31,1464,9.01
2217,1653,58426,2022-10-22,7749,10.51
2218,5233,91895,2023-10-26,4194,24.32
2219,6110,1062,2023-11-16,9437,6.2
2220,3035,92752,2022-08-13,2756,19.14
2221,4665,48997,2022-11-01,3964,7.42
2222,5471,35221,2022-09-08,5240,34.66
2223,2418,2096,2022-01-14,6482,28.39
2224,8186,5070,2023-05-02,7790,9.22
2225,5086,89548,2022-10-21,7898,16.06
2226,1640,35600,2023-12-23,7952,17.99
2227,3370,72462,2023-10-18,9920,8.71
2228,6809,71551,2022-05-06,7491,14.64
2229,9828,94216,2023-08-15,2123,15.89
2230,9087,50617,2023-08-02,4715,31.17
2231,6693,92871,2023-04-28,3774,15.27
2232,640,989,2022-07-27,5278,18.59
2233,3750,43282,2022-06-25,2862,35.51
2234,760,53117,2022-08-23,3862,5.06
2235,5038,73959,2022-02-23,7109,15.87
2236,8646,21302,2023-08-27,1143,27.69
2237,7463,81297,2023-12-02,2523,16.13
2238,4075,34386,2023-01-15,3969,24.88
2239,3724,9870,2022-12-14,4382,18.41
2240,2549,7807,2023-03-15,9208,14.64
2241,8502,96697,2022-10-20,7838,32.5
2242,5543,33980,2023-10-17,8625,15.29
2243,2607,19743,2023-05-18,8465,32.62
2244,8186,20631,2022-08-24,7164,5.41
2245,4739,71119,2022-04-30,3902,37.54
2246,7968,49399,2023-10-06,6032,33.36
2247,4455,82946,2022-06-01,8043,7.73
2248,6034,92254,2023-07-26,7025,15.09
2249,1679,38131,2022-06-25,7506,14.88
2250,8441,34720,2022-05-22,4581,26.88
2251,7361,46230,2023-01-23,8320,11.98
2252,105,54289,2022-03-04,4358,16.99
2253,7833,72143,2023-09-21,8903,39.27
2254,3605,90610,2022-05-13,6438,23.71
2255,3268,75470,2023-10-29,3689,21.97
2256,2285,76646,2023-01-25,2058,18.01
2257,8451,65203,2022-09-02,5872,8.25
2258,1661,95041,2022-05-23,7498,39.42
2259,6439,3049,2023-05-23,9364,20.35
2260,5606,97044,2022-06-30,2991,25.27
2261,4909,76533,2022-03-03,2224,39.65
2262,1943,24494,2023-07-22,7354,15.95
2263,7095,9423,2023-03-30,3693,12.16
2264,8166,45985,2022-12-29,5437,32.52
2265,6719,17329,2023-06-21,1120,12.54
2266,6564,94009,2022-07-18,4410,8.02
2267,6992,43397,2022-11-03,5328,12.3
2268,2205,94980,2022-08-04,5566,11.06
2269,513,41935,2022-05-01,1233,21.36
2270,6718,86964,2023-02-13,1999,31.36
2271,2325,51830,2023-02-14,6866,30.79
2272,2370,13117,2023-11-14,3703,19.16
2273,648,71618,2023-07-23,1683,15.82
2274,9950,54534,2023-05-21,9221,7.49
2275,1425,26336,2023-02-20,8048,16.57
2276,5173,82669,2023-07-31,3380,16.1
2277,9053,30085,2022-06-23,8514,37.3
2278,6622,73835,2023-08-15,3562,18.69
2279,423,18260,2022-01-15,8207,23.65
2280,1318,55223,2023-10-06,9851,33.17
2281,2144,79308,2022-11-30,7643,33.59
2282,3491,29570,2022-04-25,3398,37.06
2283,7573,38013,2023-03-14,7657,35.59
2284,2048,93983,2023-10-26,8691,22.46
2285,7271,8970,2022-10-25,5634,30.55
2286,1285,50842,2022-01-02,9511,17.4
2287,1673,86395,2022-08-22,4262,8.98
2288,261,97266,2023-12-25,8262,33.51
2289,7882,92326,2022-05-18,1667,23.41
2290,6925,63627,2022-03-28,3030,37.06
2291,791,96991,2023-02-19,8810,16.69
2292,9747,48017,2022-02-12,6068,11.19
2293,8451,93072,2023-01-12,3653,6.31
2294,5922,76684,2022-05-05,5764,33.21
2295,3038,93125,2022-07-16,3930,9.99
2296,579,75162,2022-04-12,6729,35.73
2297,8815,57375,2023-11-22,4187,36.26
2298,6404,82974,2023-02-19,6963,33.57
2299,5121,37752,2022-03-24,4627,17.52
2300,1458,47042,2023-06-17,2889,15.34
2301,8146,75379,2022-09-16,5118,7.16
2302,8269,76105,2022-09-05,4930,7.56
2303,6770,37739,2022-04-26,7398,28.21
2304,2090,36865,2023-08-04,9801,23.62
2305,889,24962,2022-08-18,6257,20.93
2306,3052,29004,2023-08-01,3468,33.66
2307,1498,65385,2023-04-03,3156,19.79
2308,8725,26428,2023-05-08,7207,30.55
2309,9838,70151,2023-03-16,8669,20.95
2310,3363,52765,2023-06-29,4232,19.68
2311,5049,69522,2022-04-25,6391,14.8
2312,970,6669,2022-12-23,5425,16.69
2313,3478,83681,2023-04-28,6600,15.84
2314,5426,48402,2023-07-14,4917,16.98
2315,4290,93708,2023-02-08,6313,28.99
2316,809,16857,2022-04-29,3024,14.64
2317,9276,42347,2022-08-06,9808,22.0
2318,624,32061,2023-02-19,1696,18.24
2319,2176,92294,2023-06-05,1242,33.67
2320,2454,44623,2022-05-18,8805,21.52
2321,2618,74870,2022-10-21,2932,37.28
2322,5262,56137,2023-03-25,3512,32.34
2323,8479,86068,2023-11-10,7501,12.12
2324,5129,68214,2022-03-16,7789,33.6
2325,4073,21198,2023-11-15,2137,28.59
2326,161,79330,2023-06-25,5390,34.61
2327,9292,77582,2022-10-29,2705,11.33
2328,9827,33763,2023-07-23,5456,39.35
2329,9300,97717,2022-01-08,6779,16.81
2330,6741,34571,2022-05-19,1543,37.31
2331,6108,62570,2022-06-21,3981,6.32
2332,8913,35869,2023-07-15,6047,33.39
2333,6672,9877,2023-11-21,2100,27.12
2334,8923,66325,2023-10-17,4208,13.71
2335,4578,76983,2022-07-12,8777,31.43
2336,5436,1274,2022-07-04,7243,33.15
2337,6228,33576,2023-04-21,9706,37.24
2338,5456,61982,2023-10-06,9569,20.22
2339,4121,51713,2023-12-15,6720,37.61
2340,2050,67550,2023-05-19,8878,13.28
2341,1020,37531,2022-04-11,4347,13.2
2342,5925,96712,2023-06-19,1789,35.91
2343,2507,4710,2022-06-02,5937,36.26
2344,9808,49305,2022-07-03,2745,6.93
2345,1107,61092,2023-08-05,8003,14.86
2346,2654,73334,2023-03-12,8090,6.66
2347,4541,29001,2022-10-02,6297,33.21
2348,8077,18931,2023-01-21,5728,18.5
2349,7223,22554,2023-05-12,3455,21.41
2350,6071,85755,2023-04-27,7455,14.51
2351,6678,47146,2022-02-01,6139,8.18
2352,5667,25381,2023-07-07,1526,28.44
2353,4423,67499,2023-10-20,2281,37.0
2354,9366,83230,2023-01-01,7731,30.36
2355,5277,36001,2023-04-04,7811,35.64
2356,8223,87947,2023-02-26,7962,25.87
2357,8352,86337,2023-05-19,4819,25.8
2358,3933,67653,2023-10-12,5139,8.98
2359,9743,30922,2022-07-28,6320,10.11
2360,7067,25472,2022-02-28,6269,5.39
2361,6756,58930,2023-11-16,3991,37.58
2362,9572,51037,2023-10-31,6345,31.08
2363,9761,43990,2023-07-25,6022,9.82
2364,5435,72649,2022-10-22,8867,37.4
2365,736,73422,2023-08-10,9634,15.51
2366,5595,14240,2023-12-14,4747,21.45
2367,2279,58070,2022-08-03,5230,7.0
2368,6715,61133,2022-08-05,3024,36.94
2369,6786,18406,2022-11-15,4567,26.65
2370,4552,60706,2022-01-20,5220,11.44
2371,9981,49192,2023-01-26,2295,23.76
2372,9,23609,2023-09-25,5364,7.22
2373,6032,59358,2023-11-20,4053,36.83
2374,7453,9715,2023-10-13,3859,33.46
2375,6600,10867,2022-06-01,6778,28.49
2376,220,7430,2022-12-31,6551,21.46
2377,5303,20601,2022-06-28,9230,12.81
2378,1390,94417,2023-04-28,9909,26.54
2379,8562,36666,2022-08-02,4809,10.92
2380,2494,26725,2022-10-03,4405,20.96
2381,1831,32489,2022-01-22,6407,26.32
2382,7488,39801,2022-12-15,5619,11.42
2383,4079,63444,2023-09-01,3008,9.94
2384,1057,59178,2022-10-23,8287,23.29
2385,7972,9700,2022-12-12,9679,14.71
2386,5769,20401,2023-02-06,4453,19.73
2387,653,16406,2023-06-16,4419,38.67
2388,7584,69929,2023-06-10,2810,12.42
2389,3442,60112,2023-10-20,2732,34.38
2390,8700,4941,2022-11-11,5928,22.77
2391,5545,95783,2022-02-22,8861,31.07
2392,1557,71500,2022-01-14,9708,26.27
2393,7148,1325,2023-07-24,4344,33.46
2394,7979,18080,2023-03-22,5224,33.94
2395,7230,85488,2023-10-27,6543,8.25
2396,3950,35534,2022-03-27,6544,13.28
2397,3873,55663,2022-01-28,7552,15.59
2398,5236,28938,2023-07-14,2745,13.71
2399,579,42264,2022-05-18,7994,33.17
2400,8621,22065,2023-08-29,8177,14.27
2401,1289,14907,2022-08-07,3226,33.46
2402,1735,48321,2022-04-11,1818,6.97
2403,4076,72150,2023-01-07,7877,24.87
2404,4311,82681,2023-11-10,8070,30.05
2405,337,14064,2023-10-22,9213,12.86
2406,1579,54632,2022-05-30,6216,28.23
2407,7515,94970,2022-10-14,6082,23.65
2408,8253,94950,2023-03-27,1315,25.62
2409,4229,92864,2023-07-02,9254,35.0
2410,2655,78043,2022-07-03,7711,20.44
2411,8515,22171,2023-04-09,1789,21.75
2412,9803,28141,2022-10-29,9617,32.27
2413,5274,56017,2022-05-01,8830,9.84
2414,9887,99722,2023-03-09,7139,30.82
2415,57,97526,2022-02-27,6998,12.09
2416,5548,34249,2023-07-10,7935,16.55
2417,6975,38945,2023-06-16,3076,9.74
2418,314,87632,2023-10-11,5497,27.21
2419,5152,30837,2022-12-30,3726,16.72
2420,3045,30602,2022-09-19,8835,8.73
2421,8041,67678,2023-01-02,6195,13.34
2422,4268,98769,2022-04-30,6550,12.42
2423,7477,53450,2023-04-07,5060,13.71
