Loan_ID,Member_ID,Book_ID,Loan_Date,Due_Date,Return_Date,Fine_Amount
2961,7396,8269,2023-08-19,2023-08-27,2023-09-09,13
2962,7531,2824,2023-03-09,2023-03-30,2023-04-07,8
2963,346,8762,2023-12-07,2023-12-14,2023-12-24,10
2964,7161,2263,2022-04-14,2022-05-12,2022-05-21,9
2965,161,5883,2023-09-12,2023-09-30,2023-10-14,14
2966,1541,5200,2022-05-30,2022-06-21,2022-06-22,1
2967,3661,3348,2023-11-29,2023-12-12,2023-12-15,3
2968,5095,9969,2022-02-14,2022-03-13,2022-03-27,14
2969,9913,7941,2022-08-26,2022-09-23,2022-09-25,2
2970,7718,4970,2023-05-01,2023-05-30,2023-06-12,13
2971,1870,9271,2023-09-07,2023-09-24,2023-09-26,2
2972,3330,8008,2023-06-03,2023-06-12,2023-06-20,8
2973,2226,3551,2022-05-02,2022-05-15,2022-05-29,14
2974,991,4464,2022-10-06,2022-11-04,2022-11-06,2
2975,6492,672,2022-07-25,2022-08-19,2022-08-22,3
2976,2918,2449,2023-09-27,2023-10-06,2023-10-08,2
2977,8910,7333,2023-09-27,2023-10-07,2023-10-11,4
2978,1026,1963,2023-11-25,2023-12-23,2024-01-06,14
2979,1963,3796,2022-12-28,2023-01-07,2023-01-15,8
2980,7050,8814,2022-07-26,2022-08-06,2022-08-13,7
2981,4610,9114,2023-09-14,2023-10-06,2023-10-11,5
2982,7059,5019,2023-06-15,2023-07-11,2023-07-11,0
2983,7544,5881,2023-04-12,2023-04-24,2023-05-08,14
2984,2258,9053,2023-12-26,2024-01-22,2024-02-05,14
2985,6982,1347,2022-01-04,2022-01-30,2022-02-08,9
2986,8806,5440,2023-06-05,2023-07-02,2023-07-13,11
2987,9487,9289,2023-09-28,2023-10-19,2023-10-27,8
2988,1823,6132,2022-09-14,2022-09-23,2022-09-27,4
2989,585,7982,2023-05-01,2023-05-28,2023-06-04,7
2990,4130,821,2022-08-10,2022-08-29,2022-09-06,8
2991,8172,4704,2023-10-15,2023-11-12,2023-11-13,1
2992,7180,1273,2023-05-06,2023-05-14,2023-05-22,8
2993,3429,5988,2022-04-27,2022-05-18,2022-05-22,4
2994,42,2409,2022-12-12,2022-12-31,2023-01-01,1
2995,7259,3629,2023-07-06,2023-07-21,2023-07-25,4
2996,726,3706,2023-10-20,2023-10-29,2023-11-09,11
2997,1325,2166,2022-05-19,2022-05-28,2022-06-10,13
2998,5699,4004,2022-07-30,2022-08-16,2022-08-25,9
2999,5646,9073,2022-12-26,2023-01-16,2023-01-20,4
3000,1138,8356,2023-02-27,2023-03-11,2023-03-23,12
3001,8740,5520,2022-09-21,2022-10-11,2022-10-17,6
3002,2401,1179,2023-08-12,2023-08-30,2023-08-30,0
3003,9476,2891,2022-01-20,2022-02-18,2022-02-24,6
3004,7728,1139,2022-09-06,2022-09-13,2022-09-25,12
3005,4657,5100,2023-03-29,2023-04-22,2023-05-04,12
3006,5635,9442,2022-05-19,2022-06-16,2022-06-26,10
3007,4797,2571,2022-05-01,2022-05-13,2022-05-15,2
3008,5626,7638,2023-09-11,2023-09-22,2023-09-25,3
3009,2128,9571,2023-10-09,2023-10-16,2023-10-22,6
3010,8820,1336,2022-03-10,2022-04-06,2022-04-06,0
3011,8556,4921,2022-06-20,2022-07-05,2022-07-08,3
3012,8476,4029,2022-03-20,2022-04-08,2022-04-10,2
3013,3989,7846,2022-11-04,2022-12-03,2022-12-06,3
3014,3686,1992,2023-03-07,2023-03-29,2023-04-12,14
3015,5713,4592,2023-05-26,2023-06-18,2023-06-27,9
3016,5849,1231,2022-01-25,2022-02-20,2022-02-26,6
3017,4122,1672,2022-07-26,2022-08-05,2022-08-15,10
3018,5413,2308,2022-06-18,2022-06-29,2022-07-12,13
3019,6148,3524,2023-04-02,2023-04-21,2023-05-05,14
3020,7662,1655,2023-08-09,2023-08-23,2023-08-31,8
3021,5586,287,2023-01-27,2023-02-13,2023-02-27,14
3022,7530,4760,2023-01-24,2023-02-23,2023-02-25,2
3023,8228,5841,2022-03-10,2022-03-24,2022-04-02,9
3024,8627,5558,2023-02-05,2023-02-25,2023-03-04,7
3025,6103,7671,2023-03-01,2023-03-11,2023-03-13,2
3026,4648,128,2023-09-07,2023-09-27,2023-09-30,3
3027,6029,8042,2022-09-25,2022-10-09,2022-10-09,0
3028,4980,1807,2023-03-29,2023-04-05,2023-04-14,9
3029,4135,5056,2023-06-06,2023-06-27,2023-07-04,7
3030,3575,8884,2023-12-30,2024-01-11,2024-01-14,3
3031,9762,8603,2022-09-29,2022-10-29,2022-11-11,13
3032,8557,6437,2023-12-26,2024-01-02,2024-01-14,12
3033,1449,3922,2022-10-13,2022-10-30,2022-11-01,2
3034,5634,3082,2022-06-26,2022-07-22,2022-08-05,14
3035,9265,5579,2023-02-11,2023-03-03,2023-03-06,3
3036,3368,9681,2023-07-10,2023-08-09,2023-08-15,6
3037,939,1959,2023-10-03,2023-11-02,2023-11-12,10
3038,4364,2496,2022-07-20,2022-08-03,2022-08-16,13
3039,4063,2953,2022-08-18,2022-09-01,2022-09-07,6
3040,2805,1250,2022-02-24,2022-03-14,2022-03-23,9
3041,1639,6358,2023-09-26,2023-10-16,2023-10-25,9
3042,6867,2649,2023-01-15,2023-02-13,2023-02-13,0
3043,8625,1234,2023-12-22,2024-01-01,2024-01-12,11
3044,4010,5397,2022-04-23,2022-05-13,2022-05-14,1
3045,267,3588,2022-01-13,2022-02-04,2022-02-04,0
3046,1649,2292,2022-06-01,2022-06-14,2022-06-28,14
3047,8728,7158,2023-07-15,2023-08-08,2023-08-17,9
3048,1885,6998,2023-03-24,2023-04-14,2023-04-16,2
3049,3909,1321,2023-10-14,2023-10-22,2023-10-25,3
3050,9159,5416,2023-05-24,2023-06-08,2023-06-11,3
3051,2958,5298,2023-05-31,2023-06-27,2023-07-08,11
3052,501,3621,2023-11-24,2023-12-04,2023-12-04,0
3053,5570,7523,2023-05-08,2023-06-01,2023-06-04,3
3054,5799,7121,2023-02-13,2023-02-20,2023-03-02,10
3055,7396,2035,2023-12-26,2024-01-12,2024-01-14,2
3056,3847,5014,2023-10-31,2023-11-08,2023-11-20,12
3057,8914,6242,2022-02-21,2022-03-06,2022-03-20,14
3058,8519,1893,2023-06-10,2023-06-22,2023-07-03,11
3059,6310,5678,2022-09-23,2022-09-30,2022-10-08,8
3060,503,7550,2023-10-26,2023-11-08,2023-11-13,5
3061,4716,5503,2022-12-13,2023-01-04,2023-01-05,1
3062,8335,1381,2023-01-19,2023-01-26,2023-02-05,10
3063,4572,388,2022-08-13,2022-08-24,2022-08-31,7
3064,5074,6904,2022-01-01,2022-01-27,2022-02-02,6
3065,8668,4022,2023-07-28,2023-08-25,2023-09-08,14
3066,2616,1310,2023-04-12,2023-04-24,2023-04-26,2
3067,8634,3932,2022-12-30,2023-01-10,2023-01-17,7
3068,6129,2671,2023-11-30,2023-12-07,2023-12-17,10
3069,92,4038,2023-12-13,2023-12-27,2024-01-05,9
3070,951,9862,2023-03-19,2023-03-27,2023-04-04,8
3071,2491,7609,2022-05-17,2022-05-31,2022-06-04,4
3072,8037,8813,2022-12-22,2023-01-02,2023-01-04,2
3073,36,982,2023-09-20,2023-10-06,2023-10-09,3
3074,8965,995,2023-01-12,2023-02-07,2023-02-18,11
3075,1801,7149,2023-09-18,2023-10-05,2023-10-13,8
3076,8257,8503,2023-11-20,2023-12-20,2023-12-29,9
3077,6773,1665,2022-08-30,2022-09-08,2022-09-10,2
3078,8519,1682,2022-09-22,2022-10-08,2022-10-09,1
3079,8114,1720,2022-04-14,2022-05-11,2022-05-11,0
3080,3173,9138,2022-11-17,2022-12-16,2022-12-18,2
3081,678,9516,2022-05-04,2022-05-23,2022-05-26,3
3082,1041,4269,2023-01-30,2023-02-21,2023-02-26,5
3083,8177,9454,2023-08-27,2023-09-23,2023-09-23,0
3084,8575,9501,2023-11-24,2023-12-24,2023-12-26,2
3085,5022,1554,2022-08-03,2022-08-29,2022-08-31,2
3086,209,6648,2023-07-14,2023-08-04,2023-08-15,11
3087,1077,8078,2023-07-19,2023-07-28,2023-07-31,3
3088,6262,2089,2023-03-09,2023-03-18,2023-03-23,5
3089,2802,5023,2023-02-09,2023-03-09,2023-03-14,5
3090,8651,7379,2023-05-19,2023-06-15,2023-06-21,6
3091,7259,6640,2022-02-07,2022-03-08,2022-03-17,9
3092,5605,8584,2023-03-30,2023-04-12,2023-04-17,5
3093,14,452,2023-11-24,2023-12-09,2023-12-15,6
3094,9939,6879,2023-05-14,2023-06-13,2023-06-23,10
3095,5363,8033,2023-01-13,2023-01-22,2023-02-01,10
3096,7884,905,2022-01-07,2022-01-17,2022-01-21,4
3097,5764,7765,2022-08-22,2022-09-13,2022-09-16,3
3098,4436,5032,2023-12-25,2024-01-12,2024-01-26,14
3099,7134,82,2023-01-28,2023-02-20,2023-03-06,14
3100,4367,8561,2023-09-16,2023-10-13,2023-10-24,11
3101,9243,8329,2022-12-23,2023-01-11,2023-01-12,1
3102,5158,7524,2022-10-27,2022-11-07,2022-11-16,9
3103,4271,7312,2022-07-11,2022-08-10,2022-08-10,0
3104,9533,9458,2023-04-18,2023-05-03,2023-05-05,2
3105,5072,9170,2022-02-16,2022-03-05,2022-03-09,4
3106,8962,9370,2023-07-31,2023-08-11,2023-08-20,9
3107,3781,7853,2022-10-01,2022-10-27,2022-10-31,4
3108,6915,3496,2023-05-10,2023-06-08,2023-06-22,14
3109,5247,9035,2023-05-23,2023-06-20,2023-06-27,7
3110,9646,6225,2022-08-30,2022-09-20,2022-10-02,12
3111,5723,8192,2022-10-21,2022-11-09,2022-11-10,1
3112,9293,1444,2022-03-28,2022-04-25,2022-05-04,9
3113,4784,1046,2023-03-12,2023-03-22,2023-04-05,14
3114,8135,6603,2022-06-17,2022-06-27,2022-07-08,11
3115,6684,7505,2022-07-28,2022-08-08,2022-08-22,14
3116,7281,3691,2023-09-21,2023-10-19,2023-10-20,1
3117,1762,966,2023-07-24,2023-08-07,2023-08-13,6
3118,2129,1984,2022-02-23,2022-03-17,2022-03-20,3
3119,3412,4737,2023-02-26,2023-03-20,2023-03-21,1
3120,1419,5004,2023-02-18,2023-02-28,2023-03-07,7
3121,5179,3957,2023-11-28,2023-12-08,2023-12-09,1
3122,983,1499,2023-06-25,2023-07-22,2023-07-30,8
3123,4765,3092,2022-01-03,2022-01-25,2022-01-31,6
3124,42,7296,2023-03-25,2023-04-08,2023-04-08,0
3125,3510,397,2022-06-08,2022-07-03,2022-07-11,8
3126,4625,2908,2023-03-03,2023-03-25,2023-04-04,10
3127,4993,5306,2023-08-25,2023-09-13,2023-09-23,10
3128,6710,705,2022-07-21,2022-08-13,2022-08-19,6
3129,4883,5747,2023-07-08,2023-07-31,2023-08-10,10
3130,8810,3944,2022-03-02,2022-03-19,2022-03-27,8
3131,8449,8195,2023-12-26,2024-01-07,2024-01-15,8
3132,7238,7425,2022-02-26,2022-03-06,2022-03-06,0
3133,3445,6001,2022-04-13,2022-05-07,2022-05-19,12
3134,916,2215,2022-05-11,2022-05-26,2022-06-04,9
3135,9920,2337,2023-08-24,2023-09-13,2023-09-22,9
3136,2167,4957,2023-02-24,2023-03-07,2023-03-07,0
3137,8419,815,2022-05-17,2022-06-06,2022-06-14,8
3138,1817,333,2023-11-25,2023-12-08,2023-12-09,1
3139,2269,5581,2023-05-07,2023-05-23,2023-05-25,2
3140,3119,4500,2022-02-03,2022-02-22,2022-03-01,7
3141,1319,3379,2023-02-15,2023-02-26,2023-03-06,8
3142,1992,3206,2022-05-02,2022-05-31,2022-06-06,6
3143,9208,2531,2023-02-27,2023-03-12,2023-03-24,12
3144,3610,28,2023-09-16,2023-09-30,2023-10-02,2
3145,2331,8987,2022-04-27,2022-05-09,2022-05-17,8
3146,7892,848,2023-04-19,2023-05-19,2023-05-20,1
3147,5965,7679,2022-07-29,2022-08-17,2022-08-20,3
3148,3054,5962,2023-09-10,2023-10-05,2023-10-12,7
3149,4294,678,2022-08-24,2022-09-10,2022-09-12,2
3150,3310,7036,2022-10-22,2022-10-31,2022-11-09,9
3151,7095,5511,2023-02-23,2023-03-23,2023-04-05,13
3152,3861,8950,2023-03-24,2023-04-04,2023-04-12,8
3153,9808,3519,2023-11-28,2023-12-24,2024-01-03,10
3154,3421,8990,2023-11-07,2023-11-27,2023-11-30,3
3155,658,7847,2022-07-08,2022-08-04,2022-08-15,11
3156,2082,6375,2022-02-17,2022-02-26,2022-03-04,6
3157,9486,277,2022-05-15,2022-06-04,2022-06-05,1
3158,4188,9530,2023-01-14,2023-02-08,2023-02-19,11
3159,2786,2393,2022-01-07,2022-01-21,2022-02-03,13
3160,3551,9729,2022-12-12,2023-01-04,2023-01-09,5
3161,4669,550,2022-03-09,2022-04-03,2022-04-12,9
3162,954,6229,2023-01-06,2023-01-27,2023-02-07,11
3163,9131,7121,2022-09-04,2022-09-19,2022-09-28,9
3164,3198,1008,2022-06-07,2022-06-27,2022-07-02,5
3165,2358,1999,2022-03-29,2022-04-21,2022-04-28,7
3166,5286,4140,2023-04-12,2023-05-07,2023-05-13,6
3167,3137,6529,2022-09-06,2022-09-15,2022-09-25,10
3168,5735,9367,2023-01-31,2023-02-15,2023-02-28,13
3169,8906,452,2023-04-23,2023-05-17,2023-05-24,7
3170,9388,2116,2022-08-05,2022-08-16,2022-08-30,14
3171,5692,8702,2022-04-10,2022-05-05,2022-05-13,8
3172,4259,5232,2023-04-15,2023-04-22,2023-04-27,5
3173,2531,7925,2022-11-06,2022-12-02,2022-12-08,6
3174,1710,9140,2022-02-06,2022-02-16,2022-02-27,11
3175,9521,3059,2023-04-26,2023-05-14,2023-05-28,14
3176,9870,5629,2023-08-07,2023-08-20,2023-08-30,10
3177,3965,5420,2022-10-11,2022-10-28,2022-11-02,5
3178,8326,8019,2023-05-24,2023-06-11,2023-06-21,10
3179,9190,3562,2022-12-28,2023-01-24,2023-02-07,14
3180,9584,3064,2022-09-07,2022-10-02,2022-10-07,5
3181,7683,854,2023-11-04,2023-11-30,2023-11-30,0
3182,5298,8700,2022-12-29,2023-01-16,2023-01-20,4
3183,6567,6046,2022-08-09,2022-09-06,2022-09-14,8
3184,6037,4890,2023-01-09,2023-01-18,2023-01-23,5
3185,3767,2581,2023-09-15,2023-10-15,2023-10-28,13
3186,2573,4478,2022-07-16,2022-07-26,2022-08-03,8
3187,8150,8933,2022-07-31,2022-08-18,2022-08-29,11
3188,9170,5060,2022-07-25,2022-08-18,2022-08-30,12
3189,8631,5070,2022-10-19,2022-11-12,2022-11-20,8
3190,9681,8308,2023-08-17,2023-09-01,2023-09-08,7
3191,7329,9292,2022-12-18,2023-01-12,2023-01-15,3
3192,321,1032,2023-09-02,2023-09-09,2023-09-17,8
3193,2578,4985,2023-05-08,2023-06-07,2023-06-12,5
3194,7564,6046,2022-12-07,2022-12-26,2023-01-08,13
3195,201,1649,2023-06-29,2023-07-12,2023-07-24,12
3196,1497,5284,2023-03-31,2023-04-19,2023-05-01,12
3197,4032,9823,2022-06-16,2022-06-27,2022-06-30,3
3198,9410,9305,2023-02-20,2023-03-10,2023-03-11,1
3199,4412,1121,2022-06-05,2022-06-24,2022-07-04,10
3200,6612,1657,2023-07-16,2023-08-01,2023-08-13,12
3201,3465,3100,2022-02-27,2022-03-19,2022-03-22,3
3202,7236,8878,2022-12-28,2023-01-12,2023-01-23,11
3203,8328,7254,2023-05-15,2023-05-22,2023-05-30,8
3204,7435,3612,2023-11-25,2023-12-15,2023-12-24,9
3205,5421,9715,2022-07-05,2022-08-02,2022-08-07,5
3206,3319,4635,2023-01-14,2023-01-23,2023-02-04,12
3207,6736,5262,2022-10-01,2022-10-24,2022-11-04,11
3208,1416,6472,2022-01-26,2022-02-09,2022-02-23,14
3209,4335,7038,2023-04-28,2023-05-08,2023-05-10,2
3210,3426,4347,2023-07-10,2023-08-08,2023-08-12,4
3211,6949,2826,2023-03-09,2023-03-23,2023-04-06,14
3212,3690,324,2023-12-13,2024-01-04,2024-01-17,13
3213,202,7868,2022-07-21,2022-08-04,2022-08-11,7
3214,2545,9483,2022-11-08,2022-11-16,2022-11-25,9
3215,9881,9737,2023-11-12,2023-11-19,2023-11-21,2
3216,544,6381,2022-03-22,2022-04-17,2022-04-25,8
3217,7298,5999,2022-09-03,2022-09-25,2022-09-27,2
3218,1365,1159,2023-07-29,2023-08-21,2023-08-25,4
3219,4413,2413,2022-05-30,2022-06-10,2022-06-12,2
3220,6569,603,2023-12-04,2023-12-20,2023-12-20,0
3221,6983,5165,2023-01-26,2023-02-25,2023-03-07,10
3222,8023,6559,2023-01-25,2023-02-05,2023-02-11,6
3223,1403,564,2022-08-23,2022-09-18,2022-09-20,2
3224,2732,7715,2022-11-11,2022-11-29,2022-11-29,0
3225,2153,8019,2023-06-01,2023-06-10,2023-06-19,9
3226,3548,9223,2022-05-04,2022-05-29,2022-06-02,4
3227,1925,5051,2023-11-05,2023-12-01,2023-12-09,8
3228,4128,2175,2022-01-24,2022-02-15,2022-02-18,3
3229,2403,5357,2023-06-01,2023-06-29,2023-07-11,12
3230,2211,4950,2023-02-06,2023-02-27,2023-02-28,1
3231,8277,4996,2022-04-19,2022-05-15,2022-05-19,4
3232,4116,8209,2023-09-12,2023-10-09,2023-10-15,6
3233,572,8998,2022-04-25,2022-05-19,2022-05-26,7
3234,1549,9019,2023-11-13,2023-12-07,2023-12-20,13
3235,1455,3626,2022-11-05,2022-11-18,2022-12-02,14
3236,4254,9688,2023-12-26,2024-01-22,2024-01-31,9
3237,4230,4606,2023-07-05,2023-07-26,2023-08-06,11
3238,3731,1141,2022-03-07,2022-04-04,2022-04-12,8
3239,8796,1151,2022-09-06,2022-10-06,2022-10-11,5
3240,3115,720,2022-09-22,2022-09-29,2022-10-04,5
3241,3880,6971,2022-05-12,2022-05-27,2022-06-06,10
3242,2338,4412,2022-10-20,2022-11-18,2022-11-18,0
3243,5767,4122,2022-08-21,2022-08-31,2022-09-13,13
3244,2309,5764,2022-05-28,2022-06-21,2022-06-24,3
3245,6772,4952,2022-09-11,2022-10-08,2022-10-09,1
3246,9975,3913,2023-02-23,2023-03-23,2023-03-27,4
3247,9184,2979,2023-09-01,2023-09-27,2023-09-29,2
3248,6600,6852,2022-02-13,2022-02-25,2022-03-09,12
3249,9712,8601,2022-08-25,2022-09-22,2022-10-02,10
3250,2796,4527,2023-08-09,2023-08-20,2023-09-01,12
3251,3473,2290,2022-07-21,2022-08-03,2022-08-04,1
3252,3892,5858,2022-05-30,2022-06-13,2022-06-24,11
3253,7068,8651,2023-01-25,2023-02-22,2023-02-23,1
3254,7544,2648,2022-12-09,2023-01-05,2023-01-19,14
3255,4707,9632,2023-09-25,2023-10-24,2023-10-25,1
3256,967,2896,2022-05-11,2022-06-08,2022-06-09,1
3257,1869,8296,2023-03-05,2023-03-25,2023-03-28,3
3258,8037,3816,2023-08-17,2023-09-04,2023-09-12,8
3259,2763,3419,2023-06-10,2023-06-17,2023-06-23,6
3260,7077,1902,2022-05-26,2022-06-11,2022-06-16,5
3261,545,5129,2022-09-13,2022-10-07,2022-10-21,14
3262,5267,5331,2023-09-17,2023-10-10,2023-10-11,1
3263,7957,7725,2022-09-13,2022-10-04,2022-10-13,9
3264,6541,5843,2023-09-02,2023-09-21,2023-09-30,9
3265,4907,1612,2023-10-07,2023-10-23,2023-10-25,2
3266,4102,5203,2022-02-03,2022-02-15,2022-02-23,8
3267,6135,120,2022-12-23,2023-01-18,2023-01-20,2
3268,1698,4862,2022-08-20,2022-09-10,2022-09-13,3
3269,465,959,2023-06-25,2023-07-20,2023-07-26,6
3270,4164,9549,2023-05-26,2023-06-14,2023-06-17,3
3271,6095,9341,2022-07-25,2022-08-05,2022-08-19,14
3272,2515,5901,2022-03-06,2022-03-23,2022-04-02,10
3273,8595,9993,2023-02-04,2023-02-18,2023-03-01,11
3274,8990,7819,2022-02-12,2022-02-28,2022-03-02,2
3275,349,6153,2022-01-10,2022-01-21,2022-02-01,11
3276,9596,3136,2022-01-10,2022-02-08,2022-02-09,1
3277,5233,8454,2023-10-29,2023-11-20,2023-11-21,1
3278,4975,4204,2022-10-25,2022-11-01,2022-11-06,5
3279,4787,9848,2023-03-02,2023-03-30,2023-04-09,10
3280,9969,7815,2022-11-04,2022-11-14,2022-11-22,8
3281,718,7070,2022-01-14,2022-02-10,2022-02-11,1
3282,2828,9117,2022-12-23,2023-01-04,2023-01-06,2
3283,7742,7829,2023-08-02,2023-08-21,2023-08-30,9
3284,1542,6340,2022-08-20,2022-08-27,2022-09-06,10
3285,6367,9205,2022-04-21,2022-04-30,2022-05-14,14
3286,6943,6078,2022-08-06,2022-08-18,2022-08-30,12
3287,3086,8278,2022-12-27,2023-01-08,2023-01-20,12
3288,4812,4170,2022-08-06,2022-08-26,2022-08-30,4
3289,9635,7898,2023-12-29,2024-01-14,2024-01-16,2
3290,8278,8089,2022-03-13,2022-04-09,2022-04-12,3
3291,958,63,2023-01-15,2023-01-23,2023-02-04,12
3292,2893,5869,2022-05-12,2022-05-21,2022-05-27,6
3293,7600,2723,2022-07-27,2022-08-25,2022-09-03,9
3294,5018,837,2023-08-03,2023-08-28,2023-08-28,0
3295,610,4667,2022-11-19,2022-12-01,2022-12-01,0
3296,3995,6567,2022-08-11,2022-09-02,2022-09-11,9
3297,8065,6625,2023-12-30,2024-01-08,2024-01-14,6
3298,1598,6871,2023-09-20,2023-10-07,2023-10-14,7
3299,9324,5145,2023-10-11,2023-11-03,2023-11-15,12
3300,8630,3003,2023-07-28,2023-08-12,2023-08-13,1
3301,3497,5985,2022-11-23,2022-12-15,2022-12-18,3
3302,1115,7048,2023-12-29,2024-01-08,2024-01-19,11
3303,8547,7124,2023-09-05,2023-09-18,2023-09-29,11
3304,7641,3414,2023-07-21,2023-08-06,2023-08-20,14
3305,2469,5668,2022-12-17,2023-01-07,2023-01-11,4
3306,1214,8873,2022-12-14,2023-01-03,2023-01-04,1
3307,2574,7670,2022-06-17,2022-07-05,2022-07-16,11
3308,1622,1874,2023-07-14,2023-08-08,2023-08-17,9
3309,309,363,2023-03-29,2023-04-27,2023-05-03,6
3310,2258,5093,2022-02-12,2022-02-26,2022-03-04,6
3311,2999,7148,2022-03-11,2022-03-20,2022-03-21,1
3312,8813,1359,2023-06-18,2023-06-26,2023-06-30,4
3313,6360,1217,2023-01-23,2023-02-12,2023-02-15,3
3314,3840,9305,2023-10-10,2023-10-29,2023-11-10,12
3315,6352,5630,2022-03-25,2022-04-21,2022-05-04,13
3316,1381,4042,2022-06-15,2022-07-12,2022-07-17,5
3317,9298,1171,2022-03-21,2022-04-16,2022-04-18,2
3318,1855,4697,2023-08-13,2023-09-07,2023-09-15,8
3319,4221,9871,2022-05-09,2022-06-03,2022-06-12,9
3320,763,9388,2023-08-06,2023-08-13,2023-08-17,4
3321,4577,9556,2022-04-07,2022-04-18,2022-05-01,13
3322,1782,3625,2022-06-25,2022-07-07,2022-07-07,0
3323,1464,5292,2023-05-22,2023-06-15,2023-06-15,0
3324,4932,83,2023-11-11,2023-12-01,2023-12-14,13
3325,1578,3732,2023-07-27,2023-08-24,2023-09-01,8
3326,323,9824,2023-08-05,2023-08-27,2023-09-07,11
3327,2754,6168,2023-04-04,2023-04-23,2023-04-26,3
3328,103,8463,2022-06-13,2022-07-09,2022-07-21,12
3329,6565,8808,2022-04-20,2022-05-10,2022-05-23,13
3330,328,5655,2022-07-09,2022-07-21,2022-07-22,1
3331,3901,9789,2022-12-15,2023-01-02,2023-01-16,14
3332,3585,8433,2023-04-20,2023-04-30,2023-05-14,14
3333,36,9111,2022-10-11,2022-11-06,2022-11-12,6
3334,9136,2678,2023-07-08,2023-07-20,2023-08-01,12
3335,3944,5992,2022-01-17,2022-02-06,2022-02-18,12
3336,5649,5412,2022-03-10,2022-04-02,2022-04-05,3
3337,9422,6087,2023-01-14,2023-01-24,2023-01-30,6
3338,6140,8183,2023-09-10,2023-09-29,2023-10-03,4
3339,30,7083,2022-08-09,2022-08-16,2022-08-30,14
3340,9795,5184,2022-06-11,2022-06-27,2022-07-05,8
3341,6120,7006,2022-01-26,2022-02-07,2022-02-09,2
3342,5944,3736,2023-10-27,2023-11-06,2023-11-17,11
3343,9590,860,2023-08-03,2023-08-17,2023-08-24,7
3344,8635,3718,2023-12-24,2024-01-04,2024-01-16,12
3345,1455,8970,2022-02-14,2022-03-16,2022-03-25,9
3346,2647,9252,2023-01-26,2023-02-24,2023-02-24,0
3347,7937,2815,2022-06-03,2022-06-11,2022-06-23,12
3348,1215,8645,2023-01-25,2023-02-02,2023-02-03,1
3349,2397,3375,2022-08-22,2022-08-29,2022-09-01,3
3350,2566,9574,2022-08-29,2022-09-11,2022-09-11,0
3351,8440,4870,2022-09-08,2022-09-24,2022-10-08,14
3352,6371,4749,2023-02-20,2023-02-27,2023-03-11,12
3353,459,3100,2022-12-09,2022-12-30,2023-01-07,8
3354,4628,8982,2022-01-22,2022-02-01,2022-02-07,6
3355,8538,3840,2023-06-11,2023-06-19,2023-06-21,2
3356,4961,1454,2023-02-10,2023-02-25,2023-02-26,1
3357,9491,1142,2023-02-08,2023-03-02,2023-03-02,0
3358,8147,1446,2023-11-07,2023-11-30,2023-12-05,5
3359,391,6371,2022-04-09,2022-04-25,2022-05-02,7
3360,5390,6191,2023-11-17,2023-12-10,2023-12-16,6
3361,3978,7755,2022-01-21,2022-02-07,2022-02-15,8
3362,5594,8618,2022-09-11,2022-10-09,2022-10-22,13
3363,7966,3850,2022-07-28,2022-08-19,2022-08-19,0
3364,4750,7242,2023-07-09,2023-07-24,2023-07-31,7
3365,4083,588,2022-06-02,2022-06-19,2022-06-19,0
3366,8857,9238,2023-04-02,2023-04-22,2023-04-26,4
3367,490,9013,2022-04-01,2022-04-30,2022-05-02,2
3368,2023,6975,2023-10-20,2023-10-30,2023-11-09,10
3369,5638,2508,2023-10-17,2023-11-11,2023-11-22,11
3370,1412,3642,2022-03-14,2022-03-25,2022-04-01,7
3371,1480,4041,2022-09-07,2022-09-28,2022-10-07,9
3372,7451,9459,2022-08-21,2022-09-02,2022-09-03,1
3373,6921,9093,2022-11-21,2022-12-11,2022-12-19,8
3374,977,6064,2023-05-09,2023-06-04,2023-06-05,1
3375,9549,3136,2023-01-21,2023-02-19,2023-02-23,4
3376,8070,141,2022-09-30,2022-10-16,2022-10-26,10
3377,6067,308,2022-11-23,2022-12-16,2022-12-30,14
3378,9735,8120,2022-12-22,2023-01-06,2023-01-12,6
3379,9159,426,2023-07-25,2023-08-06,2023-08-20,14
3380,2829,3414,2022-05-03,2022-05-22,2022-05-30,8
3381,4553,4803,2022-09-25,2022-10-18,2022-10-31,13
3382,5390,2362,2023-09-15,2023-09-28,2023-10-11,13
3383,2609,4890,2022-08-28,2022-09-07,2022-09-12,5
3384,3355,3543,2022-04-04,2022-04-21,2022-04-26,5
3385,8700,8220,2022-06-28,2022-07-20,2022-08-03,14
3386,7663,8532,2022-05-11,2022-05-27,2022-05-28,1
3387,9787,662,2022-02-18,2022-03-20,2022-03-22,2
3388,2285,5341,2023-12-06,2023-12-31,2024-01-08,8
3389,9437,9025,2022-06-10,2022-06-22,2022-07-05,13
3390,7142,1800,2023-10-16,2023-11-02,2023-11-14,12
3391,6992,3005,2022-12-22,2023-01-05,2023-01-13,8
3392,8841,7477,2022-09-26,2022-10-03,2022-10-04,1
3393,1951,2023,2023-10-29,2023-11-19,2023-11-23,4
3394,1647,1402,2022-05-14,2022-06-13,2022-06-21,8
3395,1909,2215,2023-08-11,2023-09-10,2023-09-22,12
3396,1199,4575,2022-05-16,2022-06-02,2022-06-07,5
3397,7252,2042,2022-09-04,2022-09-24,2022-10-06,12
3398,368,8002,2022-09-21,2022-10-02,2022-10-13,11
